,accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,road_condition,lighting_condition,fatalities,injuries,casualties,severity,weather_group
2492,KAG_002493,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,2,Over 51,18-30,Lane Violation,Wet,Daylight,0,0,2,Minor,Rainy
2493,KAG_002494,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2494,KAG_002495,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Wet,Dark,0,0,1,Minor,Clear
2495,KAG_002496,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,3,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2496,KAG_002497,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
2497,KAG_002498,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2498,KAG_002499,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,1,Over 51,Unknown,Loss of Control,Dry,Daylight,0,0,1,Serious,Clear
2499,KAG_002500,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,1,31-50,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
2500,KAG_002501,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,1,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2501,KAG_002502,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,1,Over 51,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2502,KAG_002503,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,Over 51,18-30,Lane Violation,Dry,Daylight,0,0,2,Fatal,Clear
2503,KAG_002504,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,Unknown,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2504,KAG_002505,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2505,KAG_002506,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,3,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2506,KAG_002507,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,4,Unknown,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2507,KAG_002508,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2508,KAG_002509,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2509,KAG_002510,Kaggle_road_csv,0,September,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2510,KAG_002511,Kaggle_road_csv,0,June,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Rainy
2511,KAG_002512,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2512,KAG_002513,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2513,KAG_002514,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,31-50,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2514,KAG_002515,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
2515,KAG_002516,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,1,Under 18,31-50,Loss of Control,Wet,Daylight,0,0,1,Serious,Clear
2516,KAG_002517,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2517,KAG_002518,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,Over 51,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2518,KAG_002519,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,Over 51,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2519,KAG_002520,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2520,KAG_002521,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
2521,KAG_002522,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,1,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2522,KAG_002523,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,4,Under 18,31-50,Lane Violation,Dry,Daylight,0,0,5,Minor,Clear
2523,KAG_002524,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,3,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2524,KAG_002525,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Dark,0,0,3,Minor,Clear
2525,KAG_002526,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Dark,0,0,3,Minor,Clear
2526,KAG_002527,Kaggle_road_csv,0,September,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2527,KAG_002528,Kaggle_road_csv,0,September,Sunday,Unknown,Truck,Unidentified,4,31-50,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2528,KAG_002529,Kaggle_road_csv,0,July,Sunday,Unknown,Truck,Unidentified,4,Unknown,Unknown,Lane Violation,Wet,Daylight,0,0,1,Minor,Rainy
2529,KAG_002530,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2530,KAG_002531,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2531,KAG_002532,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,1,Over 51,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2532,KAG_002533,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,31-50,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
2533,KAG_002534,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2534,KAG_002535,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2535,KAG_002536,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2536,KAG_002537,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,3,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,3,Minor,Clear
2537,KAG_002538,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,1,18-30,Unknown,Unknown/Other,Dry,Daylight,0,0,1,Serious,Clear
2538,KAG_002539,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2539,KAG_002540,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,6,18-30,Unknown,Unknown/Other,Dry,Daylight,0,0,2,Serious,Clear
2540,KAG_002541,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,6,31-50,Unknown,Unknown/Other,Dry,Daylight,0,0,2,Serious,Clear
2541,KAG_002542,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,1,31-50,18-30,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
2542,KAG_002543,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,1,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2543,KAG_002544,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,1,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,2,Serious,Clear
2544,KAG_002545,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2545,KAG_002546,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,Over 51,31-50,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
2546,KAG_002547,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,1,18-30,Unknown,Unknown/Other,Dry,Daylight,0,0,1,Minor,Clear
2547,KAG_002548,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2548,KAG_002549,Kaggle_road_csv,0,September,Tuesday,Unknown,Truck,Unidentified,1,18-30,Under 18,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
2549,KAG_002550,Kaggle_road_csv,0,September,Saturday,Unknown,Truck,Unidentified,2,Over 51,Under 18,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Rainy
2550,KAG_002551,Kaggle_road_csv,0,September,Saturday,Unknown,Truck,Unidentified,2,Over 51,Unknown,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Rainy
2551,KAG_002552,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,1,18-30,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2552,KAG_002553,Kaggle_road_csv,0,September,Monday,Unknown,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Wet,Daylight,0,0,2,Minor,Rainy
2553,KAG_002554,Kaggle_road_csv,0,June,Monday,Unknown,Truck,Unidentified,1,18-30,Unknown,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Rainy
2554,KAG_002555,Kaggle_road_csv,0,August,Monday,Unknown,Truck,Unidentified,1,18-30,Over 51,Reckless Driving,Wet,Daylight,0,0,2,Minor,Rainy
2555,KAG_002556,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,Over 51,31-50,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
2556,KAG_002557,Kaggle_road_csv,0,July,Sunday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Wet,Daylight,0,0,4,Minor,Rainy
2557,KAG_002558,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,1,18-30,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2558,KAG_002559,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,Under 18,Speeding,Dry,Daylight,0,0,1,Minor,Clear
2559,KAG_002560,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,Under 18,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2560,KAG_002561,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2561,KAG_002562,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2562,KAG_002563,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2563,KAG_002564,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,Unknown,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2564,KAG_002565,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,6,18-30,Unknown,Lane Violation,Dry,Dark,0,0,2,Minor,Clear
2565,KAG_002566,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,4,Over 51,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
2566,KAG_002567,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,3,Over 51,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2567,KAG_002568,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,1,Over 51,31-50,Lane Violation,Dry,Daylight,0,0,2,Serious,Clear
2568,KAG_002569,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,3,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2569,KAG_002570,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,1,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2570,KAG_002571,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,3,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2571,KAG_002572,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2572,KAG_002573,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Unknown/Other,Dry,Daylight,0,0,2,Minor,Clear
2573,KAG_002574,Kaggle_road_csv,0,August,Monday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Wet,Dark,0,0,3,Minor,Rainy
2574,KAG_002575,Kaggle_road_csv,0,September,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Dark,0,0,3,Minor,Rainy
2575,KAG_002576,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,1,18-30,Over 51,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2576,KAG_002577,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2577,KAG_002578,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2578,KAG_002579,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2579,KAG_002580,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2580,KAG_002581,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,3,31-50,31-50,Lane Violation,Dry,Daylight,0,0,3,Minor,Clear
2581,KAG_002582,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,18-30,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2582,KAG_002583,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2583,KAG_002584,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2584,KAG_002585,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2585,KAG_002586,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
2586,KAG_002587,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,1,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,4,Minor,Clear
2587,KAG_002588,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,1,Over 51,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2588,KAG_002589,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Wet,Dark,0,0,1,Serious,Clear
2589,KAG_002590,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Wet,Dark,0,0,1,Serious,Clear
2590,KAG_002591,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,1,Over 51,Unknown,Drunk/Drug Driving,Dry,Daylight,0,0,2,Minor,Clear
2591,KAG_002592,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,3,18-30,18-30,Drunk/Drug Driving,Dry,Daylight,0,0,1,Minor,Clear
2592,KAG_002593,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Over 51,Over 51,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
2593,KAG_002594,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,1,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2594,KAG_002595,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,3,31-50,18-30,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
2595,KAG_002596,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2596,KAG_002597,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,18-30,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2597,KAG_002598,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,Under 18,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2598,KAG_002599,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2599,KAG_002600,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,1,31-50,Unknown,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2600,KAG_002601,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,1,18-30,18-30,Lane Violation,Dry,Dark,0,0,3,Minor,Clear
2601,KAG_002602,Kaggle_road_csv,0,July,Friday,Unknown,Truck,Unidentified,2,31-50,Over 51,Reckless Driving,Wet,Dark,0,0,1,Serious,Rainy
2602,KAG_002603,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,1,Under 18,Unknown,No Distancing/Rear End,Wet,Dark,0,0,2,Serious,Clear
2603,KAG_002604,Kaggle_road_csv,0,August,Friday,Unknown,Truck,Unidentified,1,18-30,31-50,Lane Violation,Wet,Dark,0,0,4,Minor,Rainy
2604,KAG_002605,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,1,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2605,KAG_002606,Kaggle_road_csv,0,June,Friday,Unknown,Truck,Unidentified,1,Under 18,31-50,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
2606,KAG_002607,Kaggle_road_csv,0,July,Saturday,Unknown,Truck,Unidentified,2,Under 18,Over 51,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
2607,KAG_002608,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Drunk/Drug Driving,Wet,Dark,0,0,1,Minor,Clear
2608,KAG_002609,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2609,KAG_002610,Kaggle_road_csv,0,August,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
2610,KAG_002611,Kaggle_road_csv,0,August,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2611,KAG_002612,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Wet,Daylight,0,0,3,Minor,Rainy
2612,KAG_002613,Kaggle_road_csv,0,July,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Wet,Daylight,0,0,3,Minor,Rainy
2613,KAG_002614,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,Over 51,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
2614,KAG_002615,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Clear
2615,KAG_002616,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Clear
2616,KAG_002617,Kaggle_road_csv,0,June,Thursday,Unknown,Truck,Unidentified,2,31-50,Under 18,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2617,KAG_002618,Kaggle_road_csv,0,September,Friday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Wet,Dark,0,0,3,Serious,Rainy
2618,KAG_002619,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,6,Unknown,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2619,KAG_002620,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,6,Unknown,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2620,KAG_002621,Kaggle_road_csv,0,September,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2621,KAG_002622,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Wet,Dark,0,0,2,Minor,Clear
2622,KAG_002623,Kaggle_road_csv,0,August,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Speeding,Wet,Daylight,0,0,3,Minor,Rainy
2623,KAG_002624,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,18-30,31-50,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
2624,KAG_002625,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
2625,KAG_002626,Kaggle_road_csv,0,September,Friday,Unknown,Truck,Unidentified,2,18-30,Under 18,No Distancing/Rear End,Wet,Dark,0,0,2,Minor,Rainy
2626,KAG_002627,Kaggle_road_csv,0,September,Saturday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Wet,Dark,0,0,2,Minor,Rainy
2627,KAG_002628,Kaggle_road_csv,0,June,Saturday,Unknown,Truck,Unidentified,2,Over 51,18-30,No Distancing/Rear End,Wet,Dark,0,0,2,Minor,Rainy
2628,KAG_002629,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,18-30,Over 51,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
2629,KAG_002630,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Speeding,Wet,Dark,0,0,2,Serious,Clear
2630,KAG_002631,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,3,31-50,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2631,KAG_002632,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2632,KAG_002633,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,18-30,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2633,KAG_002634,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,4,18-30,18-30,No Distancing/Rear End,Wet,Dark,0,0,2,Minor,Clear
2634,KAG_002635,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,4,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2635,KAG_002636,Kaggle_road_csv,0,November,Saturday,Unknown,Truck,Unidentified,3,31-50,18-30,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Cold
2636,KAG_002637,Kaggle_road_csv,0,November,Saturday,Unknown,Truck,Unidentified,3,Over 51,Unknown,Drunk/Drug Driving,Wet,Daylight,0,0,2,Minor,Cold
2637,KAG_002638,Kaggle_road_csv,0,November,Saturday,Unknown,Truck,Unidentified,3,Over 51,Unknown,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Cold
2638,KAG_002639,Kaggle_road_csv,0,November,Saturday,Unknown,Truck,Unidentified,3,18-30,Over 51,Lane Violation,Wet,Daylight,0,0,2,Minor,Cold
2639,KAG_002640,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,4,Unknown,31-50,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Clear
2640,KAG_002641,Kaggle_road_csv,0,November,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Daylight,0,0,1,Minor,Cold
2641,KAG_002642,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,18-30,Over 51,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
2642,KAG_002643,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Lane Violation,Dry,Dark,0,0,1,Serious,Clear
2643,KAG_002644,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,18-30,Over 51,Reckless Driving,Dry,Dark,0,0,1,Serious,Clear
2644,KAG_002645,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Wet,Dark,0,0,2,Minor,Clear
2645,KAG_002646,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Dark,0,0,2,Minor,Clear
2646,KAG_002647,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Dark,0,0,2,Minor,Clear
2647,KAG_002648,Kaggle_road_csv,0,September,Sunday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Wet,Daylight,0,0,2,Minor,Rainy
2648,KAG_002649,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2649,KAG_002650,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
2650,KAG_002651,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
